date,time,version,system_xml,xsd_dir,targets_xml,dim,tracks,dt_s,run_s,scan_hz,scan_count,loop_time_s,avg_update_s,avg_query_s,avg_n_updated,finalize_total_s,finalize_avg_s,cov_age_calls,avg_tracks_per_call,cov_age_total_s,cov_age_avg_s,checksum
2026-01-02,18:10:13,1.0.0,/src/config/system.xml,/src/schemas,/src/config/targets/targets_gen_1m_ca9.xml,9,50000,1,3,2,7,0.81722,0.00303,0.00314864,28571.4,0.709106,0.101301,7,494,0.000574479,8.20684e-05,3.4343e+11
