date,time,version,system_xml,xsd_dir,targets_xml,dim,tracks,dt_s,run_s,scan_hz,scan_count,loop_time_s,avg_update_s,avg_query_s,avg_n_updated,cov_age_calls,avg_tracks_per_call,cov_age_total_s,cov_age_avg_s,checksum
2026-01-02,17:52:58,1.0.0,/src/config/system.xml,/src/schemas,/src/config/targets/targets_gen_1m_ca9.xml,9,50000,1,3,2,7,90.401,0.00418197,0.00700951,28571.4,6,494,0.000527256,8.7876e-05,3.4343e+11
