date,time,version,system_xml,xsd_dir,targets_xml,dim,tracks,dt_s,run_s,scan_hz,scan_count,loop_time_s,avg_update_s,avg_query_s,avg_n_updated,cov_age_calls,avg_tracks_per_call,cov_age_total_s,cov_age_avg_s,checksum
2026-01-02,03:19:10,1.0.0,/src/config/system.xml,/src/schemas,/src/config/targets/targets_gen_1m_ca9.xml,9,50000,1,3,2,7,0.101004,0.00308067,0.000375012,28571.4,7,506.857,0.010951,0.00156443,3.4343e+11
